contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ABV
MCRI220916C00090000,2022-02-10 20:28:04+00:00,90.0,4.5,3.6,5.0,0.0,0.0,185,0,0.40601179931640624,False,REGULAR,USD,MCRI
