Holder,Shares,Date Reported,% Out,Value,ABV
Mizuho Securities USA LLC,1155000,"Mar 30, 2021",8.05%,11411400,ACKIT
Berkley W R Corp,639212,"Mar 30, 2021",4.46%,6315414,ACKIT
Linden Advisors LP,584642,"Mar 30, 2021",4.08%,5776262,ACKIT
"Basso Capital Management, L.P.",575899,"Mar 30, 2021",4.02%,5689882,ACKIT
Mangrove Partners,438856,"Mar 30, 2021",3.06%,4335897,ACKIT
"Radcliffe Capital Management, L.P.",421486,"Mar 30, 2021",2.94%,4164281,ACKIT
"Castle Creek Arbitrage, LLC",418260,"Mar 30, 2021",2.92%,4132408,ACKIT
Periscope Capital Inc.,382311,"Mar 30, 2021",2.67%,3777232,ACKIT
Weiss Asset Management LP,324134,"Mar 30, 2021",2.26%,3202443,ACKIT
Bank of America Corporation,300000,"Mar 30, 2021",2.09%,2964000,ACKIT
