0,1,ABV
Previous Close,25.35,ECCX
Open,25.26,ECCX
Bid,N/A x N/A,ECCX
Ask,N/A x N/A,ECCX
Day's Range,25.26 - 25.35,ECCX
52 Week Range,25.00 - 25.92,ECCX
Volume,1679,ECCX
Avg. Volume,,ECCX
