0,1,ABV
3.25%,% of Shares Held by All Insider,GIWWU
14.97%,% of Shares Held by Institutions,GIWWU
15.48%,% of Float Held by Institutions,GIWWU
19,Number of Institutions Holding Shares,GIWWU
