0,1,ABV
Previous Close,,CTA
YTD Return,,CTA
Expense Ratio (net),,CTA
Category,,CTA
Last Cap Gain,,CTA
Morningstar Rating,,CTA
Morningstar Risk Rating,,CTA
Sustainability Rating,,CTA
