0,1,ABV
Previous Close,,EP
YTD Return,,EP
Expense Ratio (net),,EP
Category,,EP
Last Cap Gain,,EP
Morningstar Rating,,EP
Morningstar Risk Rating,,EP
Sustainability Rating,,EP
