0,1,ABV
Previous Close,,ETI
YTD Return,,ETI
Expense Ratio (net),,ETI
Category,,ETI
Last Cap Gain,,ETI
Morningstar Rating,,ETI
Morningstar Risk Rating,,ETI
Sustainability Rating,,ETI
