0,1,ABV
Previous Close,25.23,ENO
Open,25.21,ENO
Bid,N/A x N/A,ENO
Ask,N/A x N/A,ENO
Day's Range,25.21 - 25.26,ENO
52 Week Range,25.10 - 25.88,ENO
Volume,2441,ENO
Avg. Volume,,ENO
