0,1,ABV
Previous Close,24.01,CNFRL
Open,24.50,CNFRL
Bid,N/A x N/A,CNFRL
Ask,N/A x N/A,CNFRL
Day's Range,24.50 - 24.59,CNFRL
52 Week Range,22.19 - 25.66,CNFRL
Volume,1367,CNFRL
Avg. Volume,,CNFRL
