0,1,ABV
Previous Close,,NMK
YTD Return,,NMK
Expense Ratio (net),,NMK
Category,,NMK
Last Cap Gain,,NMK
Morningstar Rating,,NMK
Morningstar Risk Rating,,NMK
Sustainability Rating,,NMK
