0,1,ABV
0.00%,% of Shares Held by All Insider,AGNCO
31.91%,% of Shares Held by Institutions,AGNCO
31.91%,% of Float Held by Institutions,AGNCO
21,Number of Institutions Holding Shares,AGNCO
