Holder,Shares,Date Reported,% Out,Value,ABV
HRT Financial LLC,101387,"Mar 30, 2021",0.39%,1075209,ELMSW
Nomura Holdings Inc.,25000,"Mar 30, 2021",0.10%,265125,ELMSW
Morgan Stanley,3654,"Mar 30, 2021",0.01%,38750,ELMSW
