0,1,ABV
0.00%,% of Shares Held by All Insider,HCDIP
4.37%,% of Shares Held by Institutions,HCDIP
4.37%,% of Float Held by Institutions,HCDIP
2,Number of Institutions Holding Shares,HCDIP
