,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,disclosure_date
4254,04/18/2018,Self,IBM,International Business Machines Corporation,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/a6b666c5-01b8-4625-98e1-88dfb7e2b149/,05/09/2018
4255,04/25/2018,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/61e4535e-c9b2-4935-93c2-2d4dbe41922e/,05/09/2018
4256,04/11/2018,Spouse,CVX,Chevron Corporation,Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/61e4535e-c9b2-4935-93c2-2d4dbe41922e/,05/09/2018
4257,04/25/2018,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/61e4535e-c9b2-4935-93c2-2d4dbe41922e/,05/09/2018
4258,04/23/2018,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/61e4535e-c9b2-4935-93c2-2d4dbe41922e/,05/09/2018
4259,04/11/2018,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$50,001 - $100,000",seo,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/61e4535e-c9b2-4935-93c2-2d4dbe41922e/,05/09/2018
4260,04/23/2018,Spouse,GDV,The Gabelli Dividend &amp; Income Trust,Other Securities,Purchase,"$1,001 - $15,000",--,Roger F Wicker,https://efdsearch.senate.gov/search/view/ptr/19ab8dfe-79bd-427f-ade0-c62df4f377ad/,05/09/2018
4261,04/23/2018,Spouse,--,"Torchmark Corporation NTS ISIN US891027AP93 <div class=""text-muted""><em>Rate/Coupon:</em> 9.25<br> <em>Matures:</em> 06/15/2019</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Roger F Wicker,https://efdsearch.senate.gov/search/view/ptr/19ab8dfe-79bd-427f-ade0-c62df4f377ad/,05/09/2018
4262,09/12/2017,Self,--,"W.L. Gore &amp; Associates Inc. <div class=""text-muted""> <em>Company:</em> W.L. Gore &amp; Associates Inc. &nbsp;(Newark, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Advanced materials manufacturing</div>",Non-Public Stock,Sale (Partial),"$250,001 - $500,000",--,Christopher A Coons,https://efdsearch.senate.gov/search/view/ptr/75638602-b725-4bc9-9ab7-0c9f7699f896/,05/03/2018
4263,02/01/2017,Self,--,"Israel Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4%<br> <em>Matures:</em> 02/01/27</div>",Municipal Security,Purchase,"$15,001 - $50,000",IRA,Benjamin L Cardin,https://efdsearch.senate.gov/search/view/ptr/54b55295-905a-409e-bd8e-d3e3d13969d9/,05/02/2018
4264,02/01/2017,Spouse,--,"Israel Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4%<br> <em>Matures:</em> 02/01/27</div>",Municipal Security,Purchase,"$15,001 - $50,000",IRA,Benjamin L Cardin,https://efdsearch.senate.gov/search/view/ptr/54b55295-905a-409e-bd8e-d3e3d13969d9/,05/02/2018
4265,05/01/2018,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Richard M Burr,https://efdsearch.senate.gov/search/view/paper/e787a949-dba2-4b49-8d97-c27a8afce004/,05/01/2018
4266,04/16/2018,Spouse,--,"International Lease Finance <div class=""text-muted""><em>Rate/Coupon:</em> 3.875%<br> <em>Matures:</em> 04/15/2018</div>",Corporate Bond,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cea4055c-8230-4f46-8076-802a1750c886/,05/01/2018
4267,04/13/2018,Spouse,--,"Dominion Energy <div class=""text-muted""><em>Rate/Coupon:</em> 2.579%<br> <em>Matures:</em> 07/01/2020</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cea4055c-8230-4f46-8076-802a1750c886/,05/01/2018
4268,04/27/2018,Joint,USG,USG Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4269,04/26/2018,Joint,USG,USG Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4270,04/26/2018,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4271,04/25/2018,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4272,04/24/2018,Joint,C,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4273,04/24/2018,Joint,GIS,"General Mills, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4274,04/24/2018,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4275,04/20/2018,Joint,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4276,04/20/2018,Joint,PG,The Procter &amp; Gamble Company,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4277,04/20/2018,Joint,PEP,"PepsiCo, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4278,04/17/2018,Joint,DUK,Duke Energy Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4279,04/13/2018,Joint,USG,USG Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4280,04/12/2018,Joint,USG,USG Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4281,04/09/2018,Joint,USG,USG Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,05/01/2018
4282,04/20/2018,Self,--,"GENL MOTORS FINL CO INC 03.500% 110724 DTD110717 <div class=""text-muted""><em>Rate/Coupon:</em> 3.5%<br> <em>Matures:</em> 11/07/24</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/ba587b09-a5f3-48cf-b464-9bdeb6692241/,04/27/2018
4283,04/20/2018,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,John Boozman,https://efdsearch.senate.gov/search/view/paper/e194954a-ab04-4284-9d79-c830631d348d/,04/20/2018
4284,04/12/2018,Spouse,CGNT,"Cogentix Medical, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/e4eae413-9ad7-4ccf-a37c-a277a55707cc/,04/20/2018
4285,04/12/2018,Spouse,CGNT,"Cogentix Medical, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/e4eae413-9ad7-4ccf-a37c-a277a55707cc/,04/20/2018
4286,04/10/2018,Spouse,CGNT,"Cogentix Medical, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/e4eae413-9ad7-4ccf-a37c-a277a55707cc/,04/20/2018
4287,03/19/2018,Spouse,FB,"Facebook, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3e0e6c8e-e659-4081-97cf-05e6f350a459/,04/19/2018
4288,03/19/2018,Joint,FB,"Facebook, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3e0e6c8e-e659-4081-97cf-05e6f350a459/,04/19/2018
4289,03/19/2018,Self,FB,"Facebook, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3e0e6c8e-e659-4081-97cf-05e6f350a459/,04/19/2018
4290,03/12/2018,Spouse,--,"MAINE ST HSG AUTH BOND <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 11/15/2028</div>",Municipal Security,Sale (Full),"$15,001 - $50,000","REDEMPTION ""CALLED""","Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/5c15668a-97a0-4959-896a-3d4b5baf7954/,04/16/2018
4291,04/09/2018,Joint,--,"Bird Dog Hospitality V, LLC <div class=""text-muted""> <em>Company:</em> Bird Dog Hospitality V, LLC &nbsp;(Sioux Falls, SD) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Hospitality Property</div>",Non-Public Stock,Purchase,"$50,001 - $100,000","This is an underlying asset to Bird Dog Hospitality, LLC (Purchased 9/2/16)",Mike Rounds,https://efdsearch.senate.gov/search/view/ptr/6fdcc5cc-bcbd-4cd5-8feb-0e94c0f906df/,04/13/2018
4292,03/21/2018,Self,--,"MARYLAND ST FOR ISSUES DATED PRIOR TO 08/05/11 SEE 574192 GO ST LOCAL FACS LN BDS 2018 A <div class=""text-muted""><em>Rate/Coupon:</em> 3.125%<br> <em>Matures:</em> 03/15/2033</div>",Municipal Security,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/8e46586d-e3a0-494b-baa5-4931183a6adc/,04/12/2018
4293,03/07/2018,Self,--,"BetterCloud <div class=""text-muted""> <em>Company:</em> BetterCloud &nbsp;(New York, NY) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Cloud Storage Company</div>",Other Securities,Purchase,"$100,001 - $250,000","Underlying asset of New Amsterdam BC Investors, LLC",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/9fa88d3e-3deb-4aca-940b-b34d6ffba01d/,04/12/2018
4294,03/09/2018,Self,--,"FIRST NIAGARA FINANCIAL GROUP INC <div class=""text-muted""><em>Rate/Coupon:</em> 6.75%<br> <em>Matures:</em> 03/19/2020</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/ccac59b4-ae2d-47b6-ae63-69a4f1f5f968/,04/10/2018
4295,03/22/2018,Self,REVB,Revere Bank,Stock,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/ccac59b4-ae2d-47b6-ae63-69a4f1f5f968/,04/10/2018
4296,03/29/2018,Spouse,CGNT,"Cogentix Medical, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/5aa4f067-861b-466a-95e5-6d31e3d79ea1/,04/09/2018
4297,03/28/2018,Spouse,FANUY,Fanuc Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/0ab7eda5-7112-4fda-919b-b44b37efd191/,04/07/2018
4298,03/28/2018,Spouse,WFC,Wells Fargo &amp; Company,Stock,Sale (Partial),"$15,001 - $50,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/0ab7eda5-7112-4fda-919b-b44b37efd191/,04/07/2018
4299,04/02/2018,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4300,04/02/2018,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4301,04/02/2018,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4302,03/29/2018,Joint,--,"DALTON GA GO <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 02/01/24</div>",Municipal Security,Purchase,"$100,001 - $250,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4303,03/29/2018,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4304,03/27/2018,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4305,03/20/2018,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4306,03/20/2018,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4307,03/15/2018,Joint,EQM,"EQT Midstream Partners, LP",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4308,03/13/2018,Joint,WMB,"The Williams Companies, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4309,03/06/2018,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,04/05/2018
4310,04/02/2018,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Richard Blumenthal,https://efdsearch.senate.gov/search/view/paper/b592b168-6ec8-4ea4-b153-cd3148404c2e/,04/02/2018
4311,03/27/2018,Self,DWDP,DowDuPont Inc.,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/666e996b-581b-45e6-b0e9-ac1f5db2bcf1/,03/29/2018
4312,03/27/2018,Self,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/666e996b-581b-45e6-b0e9-ac1f5db2bcf1/,03/29/2018
4313,03/05/2018,Self,DWDP,DowDuPont Inc.,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/e24c90de-42d0-4069-a9bd-95d9e8fc1aac/,03/13/2018
4314,03/05/2018,Self,WMT,Walmart Inc.,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/e24c90de-42d0-4069-a9bd-95d9e8fc1aac/,03/13/2018
4315,03/05/2018,Self,CAT,Caterpillar Inc.,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/e24c90de-42d0-4069-a9bd-95d9e8fc1aac/,03/13/2018
4316,03/09/2018,Joint,XLNX,"Xilinx, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4317,03/09/2018,Joint,VRTX,Vertex Pharmaceuticals Incorporated,Stock,Sale (Partial),"$1,001 - $15,000",Less than $1000,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4318,03/09/2018,Joint,VWO,Vanguard FTSE Emerging Markets ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4319,03/09/2018,Joint,TMO,Thermo Fisher Scientific Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4320,03/09/2018,Joint,SYK,Stryker Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4321,03/09/2018,Joint,XBI,SPDR S&amp;P Biotech ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4322,03/09/2018,Joint,XSD,SPDR S&amp;P Semiconductor ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4323,03/09/2018,Joint,RYT,Guggenheim S&amp;P 500 Eq Wt Technology ETF,Stock,Sale (Partial),"$1,001 - $15,000",Less than $1000,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4324,03/09/2018,Joint,QCOM,QUALCOMM Incorporated,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4325,03/09/2018,Joint,ISRG,"Intuitive Surgical, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",Less than $1000,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4326,03/09/2018,Joint,INTC,Intel Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4327,03/09/2018,Joint,ITW,Illinois Tool Works Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4328,03/09/2018,Joint,IYT,iShares Transportation Average ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4329,03/09/2018,Joint,IQV,IQVIA Holdings Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4330,03/09/2018,Joint,HON,Honeywell International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4331,03/09/2018,Joint,FDX,FedEx Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4332,03/09/2018,Joint,DHR,Danaher Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4333,03/09/2018,Joint,COST,Costco Wholesale Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4334,03/09/2018,Joint,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4335,03/09/2018,Joint,CVS,CVS Health Corporation,Stock,Sale (Partial),"$1,001 - $15,000",Less than $1000,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4336,03/09/2018,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4337,03/09/2018,Joint,ADI,"Analog Devices, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4338,03/09/2018,Joint,AMGN,Amgen Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,03/12/2018
4339,02/28/2018,Spouse,RHHBY,Roche Holding AG,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,03/08/2018
4340,02/27/2018,Spouse,STT,State Street Corporation,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,03/08/2018
4341,02/27/2018,Spouse,MDLZ,"Mondelez International, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,03/08/2018
4342,02/27/2018,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,03/08/2018
4343,02/27/2018,Spouse,OXY,Occidental Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,03/08/2018
4344,02/27/2018,Spouse,CERN,Cerner Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,03/08/2018
4345,02/21/2018,Self,BUD,Anheuser-Busch InBev SA/NV,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,03/08/2018
4346,03/07/2018,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,John Boozman,https://efdsearch.senate.gov/search/view/paper/9604cc5c-4cc3-4f3e-8c2d-11199e4ce90f/,03/07/2018
4347,02/15/2018,Self,NTRP,"Neurotrope, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7a09d93e-a0f5-4522-8735-eaf5c10b0f99/,03/07/2018
4348,02/08/2018,Self,REVB,Revere Bank,Stock,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7a09d93e-a0f5-4522-8735-eaf5c10b0f99/,03/07/2018
4349,02/16/2018,Joint,--,"RI HEALTH &amp; EDUC 762197TQ4 <div class=""text-muted""><em>Rate/Coupon:</em> 4.0<br> <em>Matures:</em> 09/15/2034</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/de6386d7-7da9-431c-a711-e076a93516f4/,03/07/2018
4350,02/15/2018,Joint,NVDA,NVIDIA Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/de6386d7-7da9-431c-a711-e076a93516f4/,03/07/2018
4351,02/08/2018,Self,C,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/de6386d7-7da9-431c-a711-e076a93516f4/,03/07/2018
4352,02/01/2018,Spouse,--,"Wisconsin ST <div class=""text-muted""><em>Rate/Coupon:</em> 2.550%<br> <em>Matures:</em> 05/01/2024</div>",Municipal Security,Purchase,"$50,001 - $100,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/ed3701cc-25fd-4209-96f3-46d986de9f1a/,03/06/2018
4353,03/02/2018,Joint,PODD,Insulet Corporation,Stock,Sale (Partial),"$100,001 - $250,000",--,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/63d39c23-dc3a-46ac-a187-086b780d8be7/,03/06/2018
4354,02/28/2018,Joint,UHAL,AMERCO,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,03/05/2018
