Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02,0.0,1.550553415749386,1.541709899902344,1.5417098999023438,55930,0.0,0.0
1962-01-03,1.5417076067566038,1.5652900934219363,1.538759697652313,1.565290093421936,74906,0.0,0.0
1962-01-04,1.5652900934219363,1.5770812805996743,1.5652900934219363,1.565290093421936,80899,0.0,0.0
1962-01-05,1.5652910383582048,1.5741345463900214,1.5593955535202007,1.5623432397842407,70911,0.0,0.0
1962-01-08,1.5564483196334666,1.5564483196334666,1.497491985580598,1.509283185005188,93883,0.0,0.0
1962-01-09,1.5092826913278867,1.5328651947733445,1.5033870935440063,1.5033870935440063,64919,0.0,0.0
1962-01-10,1.5033872140377622,1.509282812294164,1.4974916157813603,1.506334900856018,34956,0.0,0.0
1962-01-11,1.5004389265809523,1.5004389265809523,1.4915954191026386,1.4974912405014038,27965,0.0,0.0
1962-01-12,1.4974900108009968,1.5004376944599833,1.4621161222457888,1.4621161222457886,26966,0.0,0.0
1962-01-15,1.4503267390785912,1.4503267390785912,1.432639718055725,1.432639718055725,64919,0.0,0.0
1962-01-16,1.426744425041329,1.426744425041329,1.4149531126022339,1.4149531126022339,27965,0.0,0.0
1962-01-17,1.4149531126022339,1.4208486003568122,1.4149531126022339,1.4149531126022339,79900,0.0,0.0
1962-01-18,1.4149531126022339,1.4149531126022339,1.4149531126022339,1.4149531126022339,89888,0.0,0.0
1962-01-19,1.4149526453719743,1.4296916406664186,1.4149526453719743,1.4208481311798096,100874,0.0,0.0
1962-01-22,1.4267436265945435,1.447378327582703,1.4267436265945435,1.4267436265945435,69913,0.0,0.0
1962-01-23,1.4267434796864558,1.4414825823917559,1.4179000854492188,1.4179000854492188,34956,0.0,0.0
1962-01-24,1.4179006504212397,1.4179006504212397,1.3795790355038982,1.4090571403503418,45943,0.0,0.0
1962-01-25,1.4090568517214772,1.4120045380613777,1.3943177461624143,1.3943177461624146,37953,0.0,0.0
1962-01-26,1.3943185943653518,1.4002141952514648,1.3943185943653518,1.4002141952514648,37953,0.0,0.0
1962-01-29,1.4002121506206706,1.4090556513462966,1.394316558343474,1.3972642421722412,42946,0.0,0.0
1962-01-30,1.4002118582216196,1.4120030403137207,1.4002118582216196,1.4120030403137207,30961,0.0,0.0
1962-01-31,1.4120048272940413,1.4149527388576404,1.4061092287867425,1.4090571403503418,55930,0.0,0.0
1962-02-01,1.4061097961375777,1.4061097961375777,1.3854750807261869,1.4002141952514648,67915,0.0,0.0
1962-02-02,1.4002133434620687,1.4090568517214772,1.3913698352026604,1.3943177461624146,30961,0.0,0.0
1962-02-05,1.403160572052002,1.412003851390989,1.403160572052002,1.403160572052002,72909,0.0,0.0
1962-02-06,1.4013834782426093,1.4013834782426093,1.3806440957499768,1.3924951553344727,40949,0.030038,0.0
1962-02-07,1.3954579385939774,1.4102719623057842,1.3954579385939774,1.401383638381958,45943,0.0,0.0
1962-02-08,1.4013832041315784,1.4073086763252722,1.3865695236473439,1.3954575061798096,51935,0.0,0.0
1962-02-09,1.395458489198419,1.404346816629302,1.3806447982788086,1.3806447982788086,33958,0.0,0.0
1962-02-12,1.3806442370689904,1.3836070869276784,1.3776816129684448,1.3776816129684448,16979,0.0,0.0
1962-02-13,1.3924948829620003,1.4013832041315784,1.3924948829620003,1.3954575061798096,62921,0.0,0.0
1962-02-14,1.386569718679798,1.386569718679798,1.3658302244475766,1.3747185468673706,56929,0.0,0.0
1962-02-15,1.3747184195124094,1.3984204223043328,1.3628674745559692,1.3628674745559692,62921,0.0,0.0
1962-02-16,1.3628682287227614,1.3836075067520142,1.3628682287227614,1.3836075067520142,55930,0.0,0.0
1962-02-19,1.3865695236473439,1.398420355155694,1.3865695236473439,1.3954575061798096,29963,0.0,0.0
1962-02-20,1.3954571841122727,1.4191592931747437,1.389531826165172,1.4191592931747437,40949,0.0,0.0
1962-02-21,1.4221226330119976,1.4547129595782193,1.4221226330119976,1.4310108423233032,56929,0.0,0.0
1962-02-23,1.4310115945546067,1.4428625465326332,1.42804874368099,1.4398999214172363,72909,0.0,0.0
1962-02-26,1.4398983192471202,1.4458237886428833,1.4161963287850838,1.4458237886428833,82896,0.0,0.0
1962-02-27,1.4458237886428833,1.4517492580386462,1.4458237886428833,1.4458237886428833,27965,0.0,0.0
1962-02-28,1.4458247357699006,1.4754522150359901,1.433973789215088,1.433973789215088,47940,0.0,0.0
1962-03-01,1.4339728589849978,1.4932278919570037,1.428047163793523,1.4873024225234985,74906,0.0,0.0
1962-03-02,1.4873033549027834,1.5110053603743976,1.4873033549027834,1.5021170377731323,41948,0.0,0.0
1962-03-05,1.5021162620608897,1.5258183681714856,1.5021162620608897,1.522855520248413,56929,0.0,0.0
