Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-11-19,5.288576658998398,5.380953457313089,4.942163334952817,4.96525764465332,231400,0.0,0
2008-11-20,4.863642732450972,4.988351735058913,4.341713294308566,4.526467323303223,280300,0.0,0
2008-11-21,5.0714903886983365,5.5379937281250795,4.563417824197858,5.491805553436279,618700,0.0,0
2008-11-24,5.330146235899462,5.51951877928135,4.826692143208696,5.07149076461792,286600,0.0,0
2008-11-25,5.394811681273843,5.43638136122346,5.0206850022147265,5.233151912689209,291500,0.0,0
2008-11-26,5.233150186588809,5.88902606604628,5.131535495838237,5.588801383972168,216100,0.0,0
2008-11-28,5.556470075126141,5.556470075126141,5.237769983243222,5.330146789550781,138000,0.0,0
2008-12-01,5.0807291030219695,5.3255277455583885,4.9467826261072485,4.974495887756348,414400,0.0,0
2008-12-02,5.177724534170193,5.242388513648136,4.983733036223687,5.196199893951416,255700,0.0,0
2008-12-03,5.122299124915565,5.260864561645257,4.849787202127559,5.039159774780273,157400,0.0,0
2008-12-04,5.0530152704011115,5.182343222833535,4.831310964209472,5.0668721199035645,148800,0.0,0
2008-12-05,4.9098319019971415,5.533375663700704,4.877500130494043,5.408667087554932,204900,0.0,0
2008-12-08,5.584183375599127,5.671941232071952,5.311671464755436,5.385572910308838,312800,0.0,0
2008-12-09,5.385572392946104,5.551851069955129,5.2562448756514435,5.344002723693848,198900,0.0,0
2008-12-10,5.422523557848785,5.565707936987359,5.196200273859854,5.274720668792725,206400,0.0,0
2008-12-11,5.330147026930307,5.59342104675367,5.200819492340088,5.200819492340088,162100,0.0,0
2008-12-12,5.200818665045669,5.616514466061744,5.196199715137482,5.5426130294799805,182000,0.0,0
2008-12-15,5.4363794318167376,5.4871865556748025,5.242387954558996,5.302432537078857,169600,0.0,0
2008-12-16,5.371716217629831,5.7273670158226695,5.302433285692054,5.6072773933410645,243700,0.0,0
2008-12-17,5.394810075074878,5.431760792809311,5.196199636886823,5.283957481384277,211500,0.0,0
2008-12-18,5.445617981566887,5.593420873667728,5.283958237966069,5.4409990310668945,359600,0.0,0
2008-12-19,5.574945011764422,6.152300557820798,5.505662522432586,5.602658271789551,1287000,0.0,0
2008-12-22,5.551850436678758,5.574944303195952,5.219293561081399,5.353240013122559,377400,0.0,0
2008-12-23,5.316289637713383,5.3209085875067865,4.905212356333714,5.011445999145508,396100,0.0,0
2008-12-24,4.789741967616498,5.140774275412634,4.789741967616498,4.979114532470703,89900,0.0,0
2008-12-26,5.10382369632261,5.182344094765063,5.0530161205731545,5.1731061935424805,110400,0.0,0
2008-12-29,4.956019702416014,4.974495502409094,4.8128357763681775,4.909831523895264,162000,0.0,0
2008-12-30,5.1130604729079785,5.260863789280948,4.983732956508031,5.099204063415527,189600,0.0,0
2008-12-31,4.956019902470822,5.408666889364557,4.946782442588719,5.159249305725098,144600,0.0,0
2009-01-02,5.11767949435624,5.537994258890151,5.108442034728068,5.3578596115112305,191800,0.0,0
2009-01-05,5.362478317176525,5.681178835018156,5.362478317176525,5.6072773933410645,271600,0.0,0
2009-01-06,5.565707816803026,5.634990309430148,5.404048080023279,5.528757095336914,382400,0.0,0
2009-01-07,5.413286000524485,5.477949543084112,5.223913442192981,5.380953788757324,115000,0.0,0
2009-01-08,5.371715633307503,5.5010431421744785,5.196199508172964,5.307051658630371,214300,0.0,0
2009-01-09,5.265482902832272,5.362478661381215,5.163868634247562,5.223913669586182,212900,0.0,0
2009-01-12,5.288576692857532,5.339384262621388,5.117679504759386,5.196199893951416,193600,0.0,0
