Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,3873836,2021-09-29,0.4094,29080499,JMM
"1607 Capital Partners, LLC",1183096,2021-09-29,0.125,8881383,JMM
"Relative Value Partners Group, LLC",352788,2021-09-29,0.0373,2648344,JMM
"Aviance Capital Partners, LLC",161314,2021-09-29,0.017,1210968,JMM
Morgan Stanley,96308,2021-09-29,0.0102,722974,JMM
Concourse Financial Group Securities Inc,36277,2021-09-29,0.0038,272327,JMM
"ProVise Management Group, LLC",28750,2021-09-29,0.003,215823,JMM
"Strategic Capital Advisers, Inc.",25402,2021-09-29,0.0027,190690,JMM
"Shaker Financial Services, LLC",21438,2021-09-29,0.0023,160932,JMM
Bank of America Corporation,17811,2021-09-29,0.0019,133705,JMM
