Holder,Shares,Date Reported,% Out,Value,ABV
"Times Square Capital Management, LLC",990732,2021-09-29,0.060599999999999994,34685527,VCTR
Impax Asset Management Group Plc,963434,2021-09-29,0.059000000000000004,33729824,VCTR
Capital World Investors,812000,2021-09-29,0.049699999999999994,28428120,VCTR
Bank of America Corporation,809614,2021-09-29,0.0496,28344586,VCTR
Granahan Investment Management Inc.,768391,2021-09-29,0.047,26901368,VCTR
"Vanguard Group, Inc. (The)",702397,2021-09-29,0.043,24590918,VCTR
ArrowMark Colorado Holdings LLC,687867,2021-09-29,0.0421,24082223,VCTR
Lord Abbett & Co,561293,2021-09-29,0.0344,19650867,VCTR
"Steamboat Capital Partners, LLC",515361,2021-09-29,0.0315,18042788,VCTR
Lsv Asset Management,472734,2021-09-29,0.028900000000000002,16550417,VCTR
