Holder,Shares,Date Reported,% Out,Value,ABV
Column Group LLC,9248129,2021-09-29,0.264,65476753,SRZN
"Baker Brothers Advisors, LLC",2500000,2021-09-29,0.07139999999999999,17700000,SRZN
"HHLR Advisors, LTD",1200000,2021-09-29,0.034300000000000004,8496000,SRZN
Consonance Capital Management LP,1000000,2021-09-29,0.0285,7080000,SRZN
"Harvard Management Company, Inc.",826852,2021-09-29,0.0236,5854112,SRZN
Board of Trustees of The Leland Stanford Jr University,806374,2021-09-29,0.023,5709127,SRZN
Euclidean Capital Llc,802965,2021-09-29,0.0229,5684992,SRZN
Trustees of Columbia University in the City of New York,718950,2021-09-29,0.020499999999999997,5090166,SRZN
Bridger Management LLC,700001,2021-09-29,0.02,4956007,SRZN
"Vanguard Group, Inc. (The)",621238,2021-09-29,0.0177,4398365,SRZN
