Holder,Shares,Date Reported,% Out,Value,ABV
"Gendell, Jeffrey L.",274419,2021-09-29,0.0441,2936283,FUSB
"Renaissance Technologies, LLC",163121,2021-09-29,0.0262,1745394,FUSB
"Vanguard Group, Inc. (The)",156060,2021-09-29,0.025099999999999997,1669842,FUSB
Regions Financial Corporation,128576,2021-09-29,0.0207,1375763,FUSB
"Blair (William) & Company, L.L.C.",117677,2021-09-29,0.0189,1259143,FUSB
"BHZ Capital Management, LP",94259,2021-09-29,0.0152,1008571,FUSB
"Sheaff Brock Investment Advisors, LLC",53416,2021-09-29,0.0086,571551,FUSB
"Pinnacle Holdings, LLC",52286,2021-09-29,0.0084,559460,FUSB
Dimensional Fund Advisors LP,29409,2021-09-29,0.004699999999999999,314676,FUSB
"Geode Capital Management, LLC",21077,2021-09-29,0.0034000000000000002,225523,FUSB
