Holder,Shares,Date Reported,% Out,Value,ABV
Weiss Asset Management LP,4250000,2021-09-29,0.07730000000000001,41267925,REVH
"Arena Capital Advisors, LLC- CA",3098888,2021-09-29,0.056299999999999996,30090512,REVH
SB Management Ltd,3000000,2021-09-29,0.0545,29130300,REVH
Sculptor Capital Lp,2557570,2021-09-29,0.04650000000000001,24834260,REVH
Millennium Management LLC,2291156,2021-09-29,0.0417,22247353,REVH
"TD Asset Management, Inc",2250000,2021-09-29,0.0409,21847725,REVH
"Finepoint Capital, LP",2163205,2021-09-29,0.0393,21004936,REVH
"Alyeska Investment Group, L.P.",2000000,2021-09-29,0.0364,19420200,REVH
Farallon Capital Management Llc,2000000,2021-09-29,0.0364,19420200,REVH
HGC Investment Management Inc.,1809150,2021-09-29,0.0329,17567027,REVH
