Holder,Shares,Date Reported,% Out,Value,ABV
"ETF Managers Group, LLC",545897,2021-09-29,0.0165,704207,EXN
"Mirae Asset Global Investments Co., Ltd.",255405,2021-09-29,0.0077,329472,EXN
"U.S. Global Investors, Inc.",100000,2021-09-29,0.003,129000,EXN
"Northeast Investment Management, Inc.",60609,2021-09-29,0.0018,78185,EXN
"Cibc World Markets, Inc.",39938,2021-09-29,0.0012,51520,EXN
Citadel Advisors LLC,36881,2021-09-29,0.0011,47576,EXN
Bank of Montreal/Can/,29022,2021-09-29,0.0009,37438,EXN
"Susquehanna International Group, LLP",16905,2021-09-29,0.0005,21807,EXN
Royal Bank of Canada,11999,2021-09-29,0.0004,15478,EXN
"TCI Wealth Advisors, Inc.",4000,2021-09-29,0.0001,5160,EXN
