Holder,Shares,Date Reported,% Out,Value,ABV
Sculptor Capital Lp,1737482,2021-09-29,0.0313,30353810,PAM
VR Advisory Services Ltd,1507089,2021-09-29,0.027200000000000002,26328844,PAM
Blackrock Inc.,909942,2021-09-29,0.016399999999999998,15896686,PAM
Oaktree Capital Management Lp,829000,2021-09-29,0.0149,14482630,PAM
"Arrowstreet Capital, Limited Partnership",207252,2021-09-29,0.0037,3620692,PAM
Aviva Holdings Ltd.,181981,2021-09-29,0.0033,3179208,PAM
State Street Corporation,178346,2021-09-29,0.0032,3115704,PAM
"Wellington Management Group, LLP",151176,2021-09-29,0.0027,2641044,PAM
Morgan Stanley,141185,2021-09-29,0.0025,2466501,PAM
Autonomy Capital (Jersey) L.P.,83064,2021-09-29,0.0015,1451128,PAM
