Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,5627308,2021-09-29,0.1628,111083059,COLL
Janus Henderson Group PLC,4098911,2021-09-29,0.1186,80912503,COLL
Eventide Asset Management LLC,2629593,2021-09-29,0.0761,51908165,COLL
Rubric Capital Management LP,2606500,2021-09-29,0.0754,51452310,COLL
"Vanguard Group, Inc. (The)",2344482,2021-09-29,0.0678,46280074,COLL
Camber Capital Management LP,2000000,2021-09-29,0.0579,39480000,COLL
"Renaissance Technologies, LLC",1304997,2021-09-29,0.0378,25760640,COLL
State Street Corporation,1151662,2021-09-29,0.0333,22733807,COLL
"Principal Financial Group, Inc.",1057611,2021-09-29,0.030600000000000002,20877241,COLL
Invesco Ltd.,960505,2021-09-29,0.0278,18960368,COLL
