Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8710008,2021-09-29,0.0637,12106911,NBEV
"Vanguard Group, Inc. (The)",6579865,2021-09-29,0.0481,9146012,NBEV
"Sabby Management, LLC",2288078,2021-09-29,0.0167,3180428,NBEV
"Geode Capital Management, LLC",2160064,2021-09-29,0.0158,3002488,NBEV
State Street Corporation,2097325,2021-09-29,0.015300000000000001,2915281,NBEV
"Renaissance Technologies, LLC",1475199,2021-09-29,0.0108,2050526,NBEV
Northern Trust Corporation,1242556,2021-09-29,0.0091,1727152,NBEV
Morgan Stanley,860731,2021-09-29,0.0063,1196416,NBEV
Nuveen Asset Management,743279,2021-09-29,0.0054,1033157,NBEV
"Trek Financial, LLC",669520,2021-09-29,0.0049,930632,NBEV
