Holder,Shares,Date Reported,% Out,Value,ABV
"Corre Partners Management, LLC",2457438,2021-09-29,0.0793,7396888,TISI
"Aristotle Capital Boston, LLC",2147668,2021-09-29,0.0693,6464480,TISI
Blackrock Inc.,1899594,2021-09-29,0.0613,5717777,TISI
Gamco Investors Inc,1525388,2021-09-29,0.0492,4591417,TISI
"Vanguard Group, Inc. (The)",1456953,2021-09-29,0.047,4385428,TISI
Littlejohn & Co LLC,1143137,2021-09-29,0.0369,3440842,TISI
Dimensional Fund Advisors LP,1131386,2021-09-29,0.0365,3405471,TISI
"Mirae Asset Global Investments Co., Ltd.",1018939,2021-09-29,0.0329,3067006,TISI
"Shaw D.E. & Co., Inc.",835027,2021-09-29,0.027000000000000003,2513431,TISI
"Owl Creek Asset Management, L.P.",805769,2021-09-29,0.026000000000000002,2425364,TISI
