Holder,Shares,Date Reported,% Out,Value,ABV
Towerview LLC.,3815000,2021-09-29,0.1447,67754400,TRC
Blackrock Inc.,1536750,2021-09-29,0.0583,27292680,TRC
Dimensional Fund Advisors LP,1403213,2021-09-29,0.053200000000000004,24921062,TRC
"Vanguard Group, Inc. (The)",1291358,2021-09-29,0.049,22934518,TRC
Royce & Associates LP,732424,2021-09-29,0.0278,13007850,TRC
"Renaissance Technologies, LLC",695368,2021-09-29,0.0264,12349735,TRC
Gamco Investors Inc,551304,2021-09-29,0.0209,9791159,TRC
"FMR, LLC",513669,2021-09-29,0.0195,9122761,TRC
"Price, Michael F.",458523,2021-09-29,0.0174,8143368,TRC
State Street Corporation,438030,2021-09-29,0.0166,7779412,TRC
