Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8436004,2021-09-29,0.129,354396528,PRG
"Vanguard Group, Inc. (The)",6706664,2021-09-29,0.1026,281746954,PRG
Price (T.Rowe) Associates Inc,5579174,2021-09-29,0.08529999999999999,234381099,PRG
Stephens Investment Management Group,2048566,2021-09-29,0.0313,86060257,PRG
State Street Corporation,1998845,2021-09-29,0.030600000000000002,83971478,PRG
Dimensional Fund Advisors LP,1904487,2021-09-29,0.0291,80007498,PRG
Diamond Hill Capital Management Inc,1666404,2021-09-29,0.0255,70005632,PRG
Victory Capital Management Inc.,1627519,2021-09-29,0.024900000000000002,68372073,PRG
"Barrow, Hanley Mewhinney & Strauss, LLC",1579610,2021-09-29,0.0242,66359416,PRG
"Vulcan Value Partners, LLC",1533080,2021-09-29,0.023399999999999997,64404690,PRG
