Holder,Shares,Date Reported,% Out,Value,ABV
City of London Investment Management Co. Limited,15730984,2021-09-29,0.31,130881786,AEF
Wells Fargo & Company,5514217,2021-09-29,0.10869999999999999,45878285,AEF
"1607 Capital Partners, LLC",3829957,2021-09-29,0.0755,31865242,AEF
Lazard Asset Management LLC,3338216,2021-09-29,0.0658,27773957,AEF
"Relative Value Partners Group, LLC",1077171,2021-09-29,0.0212,8962062,AEF
"Rivernorth Capital Management, Llc",827792,2021-09-29,0.0163,6887229,AEF
"Raymond James & Associates, Inc.",528551,2021-09-29,0.0104,4397544,AEF
Morgan Stanley,235013,2021-09-29,0.0046,1955308,AEF
"Private Advisor Group, LLC",231340,2021-09-29,0.0046,1924748,AEF
Bank of America Corporation,223028,2021-09-29,0.0044,1855592,AEF
