Holder,Shares,Date Reported,% Out,Value,ABV
"BDT Capital Partners, LLC",14289779,2021-09-29,0.08539999999999999,200056906,DNUT
BAMCO Inc.,3048088,2021-09-29,0.0182,42673232,DNUT
"Vanguard Group, Inc. (The)",2797808,2021-09-29,0.0167,39169312,DNUT
FIL LTD,2699803,2021-09-29,0.0161,37797242,DNUT
Durable Capital Partners LP,2421191,2021-09-29,0.014499999999999999,33896674,DNUT
Board of Trustees of The Leland Stanford Jr University,2187760,2021-09-29,0.0131,30628640,DNUT
CONTINENTAL GRAIN COMPANY,1463923,2021-09-29,0.0088,20494922,DNUT
Blackrock Inc.,1254316,2021-09-29,0.0075,17560424,DNUT
AlpInvest Partners B.V.,972735,2021-09-29,0.0058,13618290,DNUT
Morgan Stanley,732637,2021-09-29,0.0044,10256918,DNUT
