Holder,Shares,Date Reported,% Out,Value,ABV
"Vivo Capital, LLC",2987331,2021-12-30,0.1445,67214947,TARS
RTW Investments LP,2013601,2021-12-30,0.0974,45306022,TARS
Frazier Management LLC,1417157,2021-12-30,0.06849999999999999,31886032,TARS
"Cormorant Asset Management, LP",1403331,2021-12-30,0.0679,31574947,TARS
Perceptive Advisors Llc,1296416,2021-12-30,0.06269999999999999,29169360,TARS
"Times Square Capital Management, LLC",660800,2021-12-30,0.032,14868000,TARS
"Cowen and Company, LLC",514289,2021-12-30,0.024900000000000002,11571502,TARS
"Vanguard Group, Inc. (The)",459190,2021-12-30,0.0222,10331775,TARS
Blackrock Inc.,448958,2021-12-30,0.0217,10101555,TARS
Jefferies Group LLC,422993,2021-12-30,0.020499999999999997,9517342,TARS
