Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",31438810,2021-09-29,0.1134,4761093386,CDNS
Blackrock Inc.,31256354,2021-09-29,0.1128,4733462249,CDNS
Massachusetts Financial Services Co.,21016776,2021-09-29,0.0758,3182780557,CDNS
State Street Corporation,11506916,2021-09-29,0.0415,1742607359,CDNS
"FMR, LLC",9920033,2021-09-29,0.0358,1502289797,CDNS
Alkeon Capital Management LLC,5235473,2021-09-29,0.0189,792860031,CDNS
"Geode Capital Management, LLC",5155541,2021-09-29,0.018600000000000002,780755129,CDNS
"Parnassus Investments, LLC",5132094,2021-09-29,0.018500000000000003,777204315,CDNS
Janus Henderson Group PLC,4118572,2021-09-29,0.0149,623716543,CDNS
Pictet Asset Management SA,3914384,2021-09-29,0.0141,592794312,CDNS
