0,1,ABV
Net Assets,,QVCD
NAV,,QVCD
PE Ratio (TTM),,QVCD
Yield,,QVCD
YTD Daily Total Return,,QVCD
Beta (5Y Monthly),,QVCD
Expense Ratio (net),,QVCD
Inception Date,,QVCD
