Holder,Shares,Date Reported,% Out,Value,ABV
"Redmile Group, LLC",1982432,2021-09-29,0.0891,103502774,KRYS
"FMR, LLC",1902405,2021-09-29,0.0855,99324565,KRYS
Blackrock Inc.,1541386,2021-09-29,0.0693,80475763,KRYS
Lord Abbett & Co,1067158,2021-09-29,0.048,55716319,KRYS
"Vanguard Group, Inc. (The)",888658,2021-09-29,0.04,46396834,KRYS
Credit Suisse AG,771954,2021-09-29,0.0347,40303718,KRYS
Frazier Management LLC,771250,2021-09-29,0.0347,40266962,KRYS
State Street Corporation,737053,2021-09-29,0.0331,38481537,KRYS
Pictet Asset Management SA,637492,2021-09-29,0.0287,33283457,KRYS
"First Light Asset Management, LLC",633481,2021-09-29,0.0285,33074043,KRYS
