Holder,Shares,Date Reported,% Out,Value,ABV
"Ariel Investments, LLC",827858,2021-09-29,0.0601,1556373,MIND
"Renaissance Technologies, LLC",762162,2021-09-29,0.0553,1432864,MIND
"Vanguard Group, Inc. (The)",689643,2021-09-29,0.0501,1296528,MIND
White Pine Capital LLC,388655,2021-09-29,0.0282,730671,MIND
Dimensional Fund Advisors LP,335431,2021-09-29,0.024399999999999998,630610,MIND
Blackrock Inc.,280030,2021-09-29,0.0203,526456,MIND
"RBF Capital, LLC",127483,2021-09-29,0.009300000000000001,239668,MIND
"ARS Investment Partners, LLC",124554,2021-09-29,0.009000000000000001,234161,MIND
"Bridgeway Capital Management, Inc.",123315,2021-09-29,0.009000000000000001,231832,MIND
Brighton Jones LLC,91400,2021-09-29,0.0066,171832,MIND
