Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",4851983,2021-09-29,0.09949999999999999,396892209,WNS
Nalanda India Fund Limited,4122196,2021-09-29,0.08460000000000001,337195632,WNS
Macquarie Group Limited,3530897,2021-09-29,0.0724,288827374,WNS
"Grandeur Peak Global Advisors, LLC",2847643,2021-09-29,0.0584,232937197,WNS
Nalanda India Equity Fund Ltd,2136558,2021-09-29,0.0438,174770444,WNS
"WCM Investment Management, LLC",1728996,2021-09-29,0.0355,141431872,WNS
Wells Fargo & Company,1689039,2021-09-29,0.0346,138163390,WNS
Janus Henderson Group PLC,1603377,2021-09-29,0.0329,131156238,WNS
Artisan Partners Limited Partnership,1378103,2021-09-29,0.028300000000000002,112728825,WNS
"Times Square Capital Management, LLC",1097433,2021-09-29,0.0225,89770019,WNS
