Holder,Shares,Date Reported,% Out,Value,ABV
Temasek Holdings (Private) Limited,5650996,2021-09-29,0.0989,44473338,FIXX
"5AM Venture Management, LLC",4535919,2021-09-29,0.0794,35697682,FIXX
Blackrock Inc.,3471030,2021-09-29,0.060700000000000004,27317006,FIXX
Price (T.Rowe) Associates Inc,2264659,2021-09-29,0.039599999999999996,17822866,FIXX
"Vanguard Group, Inc. (The)",2052872,2021-09-29,0.0359,16156102,FIXX
Bellevue Group AG,1737122,2021-09-29,0.0304,13671150,FIXX
"FMR, LLC",1253091,2021-09-29,0.0219,9861826,FIXX
JP Morgan Chase & Company,1156698,2021-09-29,0.0202,9103213,FIXX
"Jacobs Levy Equity Management, Inc.",872601,2021-09-29,0.015300000000000001,6867369,FIXX
State Street Corporation,857995,2021-09-29,0.015,6752420,FIXX
