Holder,Shares,Date Reported,% Out,Value,ABV
Hudson Bay Capital Management Lp,1245000,2021-09-29,0.09,12425100,CLOE
"Boothbay Fund Management, LLC",1200000,2021-09-29,0.0868,11976000,CLOE
ATW Spac Management LLC,1200000,2021-09-29,0.0868,11976000,CLOE
"Highbridge Capital Management, LLC.",1145074,2021-09-29,0.0828,11427838,CLOE
Polar Asset Management Partners Inc.,1000000,2021-09-29,0.0723,9980000,CLOE
"MMCAP International, Inc. SPC",1000000,2021-09-29,0.0723,9980000,CLOE
Mizuho Securities USA LLC,806077,2021-09-29,0.0583,8044648,CLOE
Marshall Wace LLP,669200,2021-09-29,0.0484,6678616,CLOE
"CVI Holdings, LLC",600000,2021-09-29,0.0434,5988000,CLOE
Weiss Asset Management LP,499872,2021-09-29,0.0361,4988722,CLOE
