Holder,Shares,Date Reported,% Out,Value,ABV
"Waterton Global Resource Management, Inc.",43855287,2021-09-29,0.1677,273218438,HBM
GMT Capital Corp,31730620,2021-09-29,0.1213,197681762,HBM
"Letko, Brosseau & Associates Inc.",15936756,2021-09-29,0.060899999999999996,99285989,HBM
L1 Capital Pty Ltd,9712673,2021-09-29,0.0371,60509952,HBM
"Vanguard Group, Inc. (The)",6976517,2021-09-29,0.026699999999999998,43463700,HBM
"Mirae Asset Global Investments Co., Ltd.",4876204,2021-09-29,0.018600000000000002,30378750,HBM
Heathbridge Capital Management Ltd.,4383065,2021-09-29,0.0168,27306494,HBM
"Condire Management, LP",4000000,2021-09-29,0.015300000000000001,24920000,HBM
Allianz Asset Management GmbH,3740965,2021-09-29,0.0143,23306211,HBM
"Renaissance Technologies, LLC",3277029,2021-09-29,0.0125,20415890,HBM
