Holder,Shares,Date Reported,% Out,Value,ABV
HRT Financial LLC,91597,2021-09-29,0.0007000000000000001,62881,GLG
Virtu Financial LLC,88368,2021-09-29,0.0006,60664,GLG
Sigma Planning Corp,29000,2021-09-29,0.0002,19908,GLG
UBS Group AG,23899,2021-09-29,0.0002,16406,GLG
Millennium Management LLC,22541,2021-09-29,0.0002,15474,GLG
Citadel Advisors LLC,18622,2021-09-29,0.0001,12784,GLG
"Geode Capital Management, LLC",13130,2021-09-29,0.0001,9013,GLG
Morgan Stanley,9662,2021-09-29,0.0001,6632,GLG
