Holder,Shares,Date Reported,% Out,Value,ABV
Glazer Capital LLC,1515817,2021-09-29,0.07339999999999999,15006588,OCA
Millennium Management LLC,1184900,2021-09-29,0.0574,11730510,OCA
"Aristeia Capital, LLC",991086,2021-09-29,0.048,9811751,OCA
"Cohanzick Management, LLC",979669,2021-09-29,0.047400000000000005,9698723,OCA
Citadel Advisors LLC,884422,2021-09-29,0.042800000000000005,8755777,OCA
Magnetar Financial LLC,839347,2021-09-29,0.0406,8309535,OCA
Fir Tree Capital Management LLP,680000,2021-09-29,0.0329,6732000,OCA
Marshall Wace LLP,636113,2021-09-29,0.0308,6297518,OCA
Azora Capital LP,584203,2021-09-29,0.028300000000000002,5783609,OCA
Periscope Capital Inc.,537400,2021-09-29,0.026000000000000002,5320260,OCA
