Holder,Shares,Date Reported,% Out,Value,ABV
"Knoll Capital Management, LLC",2484275,2021-09-29,0.1047,11700935,ENTX
"RA Capital Management, L.P.",2353000,2021-09-29,0.09910000000000001,11082630,ENTX
"ARK Investment Management, LLC",683007,2021-09-29,0.0288,3216962,ENTX
Citadel Advisors LLC,39858,2021-09-29,0.0017000000000000001,187731,ENTX
"Simplex Trading, LLC",19441,2021-09-29,0.0008,91567,ENTX
Millennium Management LLC,18839,2021-09-29,0.0008,88731,ENTX
"Geode Capital Management, LLC",17597,2021-09-29,0.0007000000000000001,82881,ENTX
Bank of America Corporation,16173,2021-09-29,0.0007000000000000001,76174,ENTX
"Susquehanna Fundamental Investments, LLC",14400,2021-09-29,0.0006,67824,ENTX
"Jane Street Group, LLC",11563,2021-09-29,0.0005,54461,ENTX
