Holder,Shares,Date Reported,% Out,Value,ABV
LPL Financial LLC,377537,2021-09-29,0.0298,3824449,FAM
"Shaker Financial Services, LLC",245827,2021-09-29,0.0194,2490227,FAM
Oxbow Advisors,192620,2021-09-29,0.0152,1951240,FAM
"Guggenheim Capital, LLC",178436,2021-09-29,0.0141,1807556,FAM
"Advisor Group, Inc.",167856,2021-09-29,0.0132,1700381,FAM
Mid Atlantic Financial Management Inc.,137709,2021-09-29,0.0109,1394992,FAM
UBS Group AG,107955,2021-09-29,0.0085,1093584,FAM
Royal Bank of Canada,106986,2021-09-29,0.0084,1083768,FAM
Fiera Capital Corporation,96157,2021-09-29,0.0076,974070,FAM
Wells Fargo & Company,63402,2021-09-29,0.005,642262,FAM
