Holder,Shares,Date Reported,% Out,Value,ABV
Capital World Investors,69830379,2021-09-29,0.12,1766708588,NLOK
"Vanguard Group, Inc. (The)",63700787,2021-09-29,0.10949999999999999,1611629911,NLOK
Blackrock Inc.,45036972,2021-09-29,0.0774,1139435391,NLOK
State Street Corporation,24991241,2021-09-29,0.043,632278397,NLOK
"FMR, LLC",20693376,2021-09-29,0.0356,523542412,NLOK
Boston Partners,17685752,2021-09-29,0.0304,447449525,NLOK
"AllianceBernstein, L.P.",17449548,2021-09-29,0.03,441473564,NLOK
Starboard Value LP,16704454,2021-09-29,0.0287,422622686,NLOK
"Franklin Resources, Inc.",12027206,2021-09-29,0.0207,304288311,NLOK
Price (T.Rowe) Associates Inc,11602424,2021-09-29,0.0199,293541327,NLOK
