Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7004275,2021-09-29,0.1545,205295300,GTY
"Vanguard Group, Inc. (The)",6041307,2021-09-29,0.1332,177070708,GTY
State Street Corporation,2066871,2021-09-29,0.045599999999999995,60579989,GTY
"Renaissance Technologies, LLC",1395412,2021-09-29,0.0308,40899525,GTY
"American Century Companies, Inc.",934569,2021-09-29,0.0206,27392217,GTY
Brown Advisory Inc.,903539,2021-09-29,0.0199,26482728,GTY
"Geode Capital Management, LLC",798436,2021-09-29,0.0176,23402159,GTY
Bank Of New York Mellon Corporation,645142,2021-09-29,0.014199999999999999,18909112,GTY
Northern Trust Corporation,625449,2021-09-29,0.0138,18331910,GTY
"Charles Schwab Investment Management, Inc.",613757,2021-09-29,0.013500000000000002,17989217,GTY
