Holder,Shares,Date Reported,% Out,Value,ABV
Millennium Management LLC,1326870,2021-09-29,0.0623,12870639,TRCA
Goldman Sachs Group Inc,929148,2021-09-29,0.0436,9012735,TRCA
Hudson Bay Capital Management Lp,850507,2021-09-29,0.039900000000000005,8249917,TRCA
Periscope Capital Inc.,848100,2021-09-29,0.0398,8226570,TRCA
RP Investment Advisors LP,785611,2021-09-29,0.0369,7620426,TRCA
Polar Asset Management Partners Inc.,750000,2021-09-29,0.0352,7275000,TRCA
Hbk Investments L P,750000,2021-09-29,0.0352,7275000,TRCA
"Apollo Management Holdings, L.P.",698622,2021-09-29,0.032799999999999996,6776633,TRCA
Karpus Management Inc,660000,2021-09-29,0.031,6402000,TRCA
"Shaw D.E. & Co., Inc.",595289,2021-09-29,0.0279,5774303,TRCA
