Holder,Shares,Date Reported,% Out,Value,ABV
JP Morgan Chase & Company,4609602,2021-09-29,0.1056,25721579,AVRO
Blackrock Inc.,3614455,2021-09-29,0.0828,20168658,AVRO
Camber Capital Management LP,3133333,2021-09-29,0.0718,17483998,AVRO
"Federated Hermes, Inc.",2388380,2021-09-29,0.0547,13327160,AVRO
GMT Capital Corp,2133214,2021-09-29,0.0489,11903334,AVRO
"Vanguard Group, Inc. (The)",1720488,2021-09-29,0.0394,9600323,AVRO
Citadel Advisors LLC,1080328,2021-09-29,0.024700000000000003,6028230,AVRO
Aisling Capital Management LP,1009779,2021-09-29,0.0231,5634566,AVRO
State Street Corporation,901421,2021-09-29,0.0206,5029929,AVRO
BioImpact Capital LLC,861858,2021-09-29,0.0197,4809167,AVRO
