Holder,Shares,Date Reported,% Out,Value,ABV
"Cooperman, Leon G.",2420000,2021-09-29,0.1309,13479400,ASPU
Wasatch Advisors Inc,1744542,2021-09-29,0.0944,9717098,ASPU
"Punch & Associates Investment Management, Inc.",1400235,2021-09-29,0.0757,7799308,ASPU
"Vanguard Group, Inc. (The)",1015694,2021-09-29,0.054900000000000004,5657415,ASPU
Laidlaw Wealth Management LLC,792621,2021-09-29,0.0429,4414898,ASPU
"Penn Capital Management Co., Inc.",566843,2021-09-29,0.030699999999999998,3157315,ASPU
"Kennedy Capital Management, Inc.",535969,2021-09-29,0.028999999999999998,2985347,ASPU
Royce & Associates LP,452520,2021-09-29,0.0245,2520536,ASPU
Monarch Partners Asset Management LLC,442426,2021-09-29,0.0239,2464312,ASPU
"Scholtz & Company, LLC",379800,2021-09-29,0.020499999999999997,2115486,ASPU
