Holder,Shares,Date Reported,% Out,Value,ABV
Citadel Advisors LLC,1577809,2021-09-29,0.06309999999999999,15462528,ASAQ
Karpus Management Inc,1531190,2021-09-29,0.061200000000000004,15005662,ASAQ
"Saba Capital Management, L.P.",1287118,2021-09-29,0.051500000000000004,12613756,ASAQ
Marshall Wace LLP,1197484,2021-09-29,0.0479,11735343,ASAQ
Hudson Bay Capital Management Lp,1150000,2021-09-29,0.046,11270000,ASAQ
Shaolin Capital Management LLC,925000,2021-09-29,0.037000000000000005,9065000,ASAQ
Omni Partners US LLC,883264,2021-09-29,0.0353,8655987,ASAQ
Periscope Capital Inc.,868152,2021-09-29,0.0347,8507889,ASAQ
"Shaw D.E. & Co., Inc.",783482,2021-09-29,0.0313,7678123,ASAQ
"Cohanzick Management, LLC",682209,2021-09-29,0.0273,6685648,ASAQ
