Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,6253917,2021-09-29,0.159,337586439,BCC
"Vanguard Group, Inc. (The)",5085460,2021-09-29,0.1293,274513130,BCC
Dimensional Fund Advisors LP,2377944,2021-09-29,0.0605,128361417,BCC
Macquarie Group Limited,1886667,2021-09-29,0.048,101842284,BCC
State Street Corporation,1328065,2021-09-29,0.0338,71688948,BCC
"Wellington Management Group, LLP",1066733,2021-09-29,0.0271,57582247,BCC
Acadian Asset Management. LLC,797673,2021-09-29,0.0203,43058388,BCC
"Geode Capital Management, LLC",777794,2021-09-29,0.019799999999999998,41985320,BCC
Northern Trust Corporation,716853,2021-09-29,0.0182,38695724,BCC
"Jacobs Levy Equity Management, Inc.",685057,2021-09-29,0.0174,36979376,BCC
