Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",530930,2021-09-29,0.0373,1714903,KBNT
"Renaissance Technologies, LLC",135500,2021-09-29,0.0095,437665,KBNT
"Geode Capital Management, LLC",86859,2021-09-29,0.0060999999999999995,280554,KBNT
State Street Corporation,53600,2021-09-29,0.0038,173128,KBNT
"Two Sigma Investments, LP",45294,2021-09-29,0.0032,146299,KBNT
"Two Sigma Advisers, LP",39400,2021-09-29,0.0028000000000000004,127262,KBNT
Blackrock Inc.,29347,2021-09-29,0.0021,94790,KBNT
Citadel Advisors LLC,27886,2021-09-29,0.002,90071,KBNT
Bank Of New York Mellon Corporation,27415,2021-09-29,0.0019,88550,KBNT
"B. Riley Wealth Management, Inc.",26204,2021-09-29,0.0018,84638,KBNT
