Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,468934,2021-09-29,0.0414,7249719,DMO
Integrated Wealth Concepts LLC,442437,2021-09-29,0.0391,6840076,DMO
"Centaurus Financial, Inc.",201690,2021-09-29,0.0178,3118127,DMO
Morgan Stanley,173055,2021-09-29,0.015300000000000001,2675430,DMO
"Guggenheim Capital, LLC",158662,2021-09-29,0.013999999999999999,2452914,DMO
"Herzfeld (Thomas J.) Advisors, Inc",135433,2021-09-29,0.012,2093794,DMO
"U.S. Capital Wealth Advisors, LLC",133034,2021-09-29,0.011699999999999999,2056705,DMO
Cetera Advisor Networks LLC,109605,2021-09-29,0.0097,1694493,DMO
Envestnet Asset Management,101356,2021-09-29,0.0089,1566963,DMO
"MML Investors Services, LLC",94442,2021-09-29,0.0083,1460073,DMO
