Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",260594509,2021-09-29,0.0882,42656715178,JPM
Blackrock Inc.,192291314,2021-09-29,0.06509999999999999,31476165188,JPM
State Street Corporation,139443025,2021-09-29,0.0472,22825428762,JPM
Capital World Investors,74302154,2021-09-29,0.025099999999999997,12162519588,JPM
Bank of America Corporation,51898980,2021-09-29,0.0176,8495344036,JPM
"Wellington Management Group, LLP",51253306,2021-09-29,0.0173,8389653659,JPM
"Geode Capital Management, LLC",47118935,2021-09-29,0.0159,7712898470,JPM
"FMR, LLC",45142343,2021-09-29,0.015300000000000001,7389350125,JPM
Capital International Investors,38817564,2021-09-29,0.0131,6354047051,JPM
Morgan Stanley,38201840,2021-09-29,0.0129,6253259189,JPM
