Holder,Shares,Date Reported,% Out,Value,ABV
Brandes Investment Partners L.P.,8096811,2021-12-30,0.0059,14655227,ENIC
State Street Corporation,4000119,2021-12-30,0.0029,7240215,ENIC
"AQR Capital Management, LLC",2714014,2021-12-30,0.002,4912365,ENIC
"Renaissance Technologies, LLC",2622888,2021-12-30,0.0019,4747427,ENIC
Dimensional Fund Advisors LP,2442632,2021-12-30,0.0018,4421163,ENIC
Blackrock Inc.,1533639,2021-12-30,0.0011,2775886,ENIC
Marshall Wace LLP,1526600,2021-12-30,0.0011,2763146,ENIC
Parametric Portfolio Associates LLC,1391472,2021-12-30,0.001,2518564,ENIC
Morgan Stanley,1354359,2021-12-30,0.001,2451389,ENIC
"Vanguard Group, Inc. (The)",1335605,2021-12-30,0.001,2417445,ENIC
