Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,5230153,2021-09-29,0.1381,170346083,CHEF
Kayne Anderson Rudnick Investment Management LLC,3389796,2021-09-29,0.0895,110405655,CHEF
"AllianceBernstein, L.P.",2447790,2021-09-29,0.0646,79724520,CHEF
"Vanguard Group, Inc. (The)",2365144,2021-09-29,0.062400000000000004,77032740,CHEF
Bank Of New York Mellon Corporation,1533091,2021-09-29,0.0405,49932773,CHEF
"Greenhouse Funds, LLLP",1459589,2021-09-29,0.0385,47538813,CHEF
Dimensional Fund Advisors LP,1199987,2021-09-29,0.0317,39083576,CHEF
State Street Corporation,1091363,2021-09-29,0.0288,35545692,CHEF
Wasatch Advisors Inc,988131,2021-09-29,0.026099999999999998,32183426,CHEF
Wells Fargo & Company,884108,2021-09-29,0.0233,28795397,CHEF
