Holder,Shares,Date Reported,% Out,Value,ABV
Blackstone Inc,43181192,2021-09-29,0.33409999999999995,2158195976,BMBL
JP Morgan Chase & Company,8818925,2021-09-29,0.0682,440769871,BMBL
"Vanguard Group, Inc. (The)",7091970,2021-09-29,0.054900000000000004,354456660,BMBL
"FMR, LLC",6211829,2021-09-29,0.0481,310467213,BMBL
Capital World Investors,5355230,2021-09-29,0.0414,267654395,BMBL
Accel Growth Fund V Associates L.L.C.,5054531,2021-09-29,0.0391,252625459,BMBL
"Winslow Capital Management, Llc",3564960,2021-09-29,0.0276,178176700,BMBL
Massachusetts Financial Services Co.,3440629,2021-09-29,0.026600000000000002,171962637,BMBL
Citadel Advisors LLC,3276887,2021-09-29,0.0254,163778812,BMBL
Wells Fargo & Company,3184655,2021-09-29,0.0246,159169056,BMBL
