Holder,Shares,Date Reported,% Out,Value,ABV
"Coastal Bridge Advisors, LLC",3364427,2021-09-29,0.0753,46597313,BGB
"Guggenheim Capital, LLC",1847006,2021-09-29,0.0414,25581033,BGB
Morgan Stanley,1841656,2021-09-29,0.0412,25506935,BGB
Bank of America Corporation,1785908,2021-09-29,0.04,24734825,BGB
"Saba Capital Management, L.P.",1474686,2021-09-29,0.033,20424401,BGB
"Rivernorth Capital Management, Llc",1146462,2021-09-29,0.025699999999999997,15878498,BGB
Wells Fargo & Company,1031024,2021-09-29,0.0231,14279682,BGB
Penserra Capital Management LLC,888317,2021-09-29,0.0199,12303190,BGB
SIT Investment Associates Inc,668801,2021-09-29,0.015,9262893,BGB
"Raymond James & Associates, Inc.",486822,2021-09-29,0.0109,6742484,BGB
