Holder,Shares,Date Reported,% Out,Value,ABV
"Silver Point Capital, L.P.",8208000,2021-09-29,0.3987,674779680,GPOR
Mackay-Shields LLC,2212169,2021-09-29,0.1075,181862413,GPOR
JP Morgan Chase & Company,2200439,2021-09-29,0.1069,180898090,GPOR
"AllianceBernstein, L.P.",1286650,2021-09-29,0.0625,105775496,GPOR
Diameter Capital Partners LP,820037,2021-09-29,0.0398,67415241,GPOR
"Whitebox Advisors, LLC",569284,2021-09-29,0.0277,46800837,GPOR
"First Pacific Advisors, LP",563681,2021-09-29,0.0274,46340215,GPOR
"Vanguard Group, Inc. (The)",494513,2021-09-29,0.024,40653913,GPOR
Farallon Capital Management Llc,322119,2021-09-29,0.015600000000000001,26481402,GPOR
Nomura Holdings Inc.,286977,2021-09-29,0.0139,23592379,GPOR
