Holder,Shares,Date Reported,% Out,Value,ABV
"Tiger Global Management, LLC",16634893,2021-12-30,0.12539999999999998,98811264,RERE
"Yiheng Capital Management, L.P.",4194064,2021-12-30,0.0316,24912740,RERE
Pictet Asset Management SA,2582954,2021-12-30,0.0195,15342746,RERE
Tiger Pacific Capital LP,2069435,2021-12-30,0.015600000000000001,12292443,RERE
Barings LLC,565488,2021-12-30,0.0043,3358998,RERE
Greenwoods Asset Management Hong Kong Ltd.,525000,2021-12-30,0.004,3118500,RERE
Blackrock Inc.,500000,2021-12-30,0.0038,2970000,RERE
Hsbc Holdings Plc,328695,2021-12-30,0.0025,1952448,RERE
"FMR, LLC",262698,2021-12-30,0.002,1560426,RERE
Citadel Advisors LLC,149609,2021-12-30,0.0011,888677,RERE
