Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2860861,2021-09-29,0.1016,92749113,SCVL
Dimensional Fund Advisors LP,2034296,2021-09-29,0.0722,65951876,SCVL
"Vanguard Group, Inc. (The)",1242849,2021-09-29,0.0441,40293164,SCVL
Royce & Associates LP,860329,2021-09-29,0.0305,27891866,SCVL
State Street Corporation,768849,2021-09-29,0.0273,24926084,SCVL
"Arrowstreet Capital, Limited Partnership",515580,2021-09-29,0.0183,16715103,SCVL
Lsv Asset Management,485680,2021-09-29,0.0172,15745745,SCVL
Northern Trust Corporation,466885,2021-09-29,0.0166,15136411,SCVL
"Geode Capital Management, LLC",344822,2021-09-29,0.012199999999999999,11179129,SCVL
Invesco Ltd.,330240,2021-09-29,0.011699999999999999,10706380,SCVL
