Holder,Shares,Date Reported,% Out,Value,ABV
"Greenhaven Road Investment Management, L.p.",2500000,2021-09-29,0.09939999999999999,20650000,MKTW
"Highline Capital Management, L.P.",1650000,2021-09-29,0.06559999999999999,13629000,MKTW
"Vanguard Group, Inc. (The)",1357226,2021-09-29,0.054000000000000006,11210686,MKTW
"Point72 Asset Management, L.P.",1087113,2021-09-29,0.0432,8979553,MKTW
Schonfeld Strategic Advisors LLC,1016600,2021-09-29,0.0404,8397116,MKTW
Polar Asset Management Partners Inc.,1000000,2021-09-29,0.0398,8260000,MKTW
Kornitzer Capital Management Inc /ks,668243,2021-09-29,0.026600000000000002,5519687,MKTW
Rovida Advisors Inc.,500000,2021-09-29,0.0199,4130000,MKTW
Bank Of New York Mellon Corporation,420637,2021-09-29,0.0167,3474461,MKTW
Monashee Investment Management LLC,300000,2021-09-29,0.011899999999999999,2478000,MKTW
