Holder,Shares,Date Reported,% Out,Value,ABV
Bard Associates Inc.,177587,2021-09-29,0.0177,4253208,TTP
Lincoln National Corp,149602,2021-09-29,0.0149,3582967,TTP
"Rivernorth Capital Management, Llc",145270,2021-09-29,0.014499999999999999,3479216,TTP
"Punch & Associates Investment Management, Inc.",101916,2021-09-29,0.0102,2440888,TTP
"Aristides Capital, LLC",87033,2021-09-29,0.0087,2084440,TTP
"Private Advisor Group, LLC",78200,2021-09-29,0.0078000000000000005,1872890,TTP
Cannell Capital LLC,37439,2021-09-29,0.0037,896664,TTP
Morgan Stanley,26206,2021-09-29,0.0026,627633,TTP
"Guggenheim Capital, LLC",17976,2021-09-29,0.0018,430525,TTP
"Wolverine Asset Management, LLC",17129,2021-09-29,0.0017000000000000001,410239,TTP
