Holder,Shares,Date Reported,% Out,Value,ABV
"Advisors Asset Management, Inc.",103589,2021-09-29,0.0398,4875934,SZC
"Saba Capital Management, L.P.",100173,2021-09-29,0.0385,4715143,SZC
Parametric Portfolio Associates,98719,2021-09-29,0.0379,4646703,SZC
Morgan Stanley,49660,2021-09-29,0.0191,2337496,SZC
"Raymond James & Associates, Inc.",42971,2021-09-29,0.0165,2022644,SZC
Oppenheimer & Company Inc.,34843,2021-09-29,0.0134,1640060,SZC
Quantedge Capital Pte Ltd,34826,2021-09-29,0.0134,1639259,SZC
Stifel Financial Corporation,21903,2021-09-29,0.0084,1030974,SZC
"Advisor Group, Inc.",17175,2021-09-29,0.0066,808427,SZC
Royal Bank of Canada,16656,2021-09-29,0.0064,783997,SZC
