Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",19771474,2021-09-29,0.1478,31041214,CSLT
Blackrock Inc.,9607855,2021-12-30,0.0718,14796096,CSLT
"Whetstone Capital Advisors, LLC",5279217,2021-09-29,0.0395,8288370,CSLT
"Vanguard Group, Inc. (The)",5135345,2021-09-29,0.0384,8062491,CSLT
Acadian Asset Management. LLC,4496938,2021-12-30,0.0336,6925284,CSLT
"Gagnon Securities, LLC",4087486,2021-12-30,0.030600000000000002,6294728,CSLT
"Venrock Management VI, LLC",3707442,2021-09-29,0.0277,5820683,CSLT
"Gagnon Advisors, LLC",2958279,2021-12-30,0.022099999999999998,4555749,CSLT
"SCW Capital Management, LP",2439616,2021-09-29,0.0182,3830197,CSLT
"Renaissance Technologies, LLC",2175100,2021-12-30,0.0163,3349654,CSLT
